lead_score,lead_reasons,name,category,address,phone,website,has_website,rating,reviews,maps_url
1,No reviews,Express Employment Professionals,Agencia de colocación,"
3565 Piedmont Rd NE building 4 suite 205, Atlanta, GA 30305, Estados Unidos","
+1 404-467-2455",https://www.expresspros.com/us-georgia-atlanta-buckhead,True,,,https://www.google.com/maps/place/Express+Employment+Professionals/data=!4m7!3m6!1s0x88f50383585b10f7:0x6c2a7a0ebf6fcb50!8m2!3d33.8522449!4d-84.3786001!16s%2Fg%2F1tdq_kfn!19sChIJ9xBbWIMD9YgRUMtvvw56Kmw
1,No reviews,PeopleReady,Empresa de trabajo temporal,"
670 Northside Dr NW, Atlanta, GA 30318, Estados Unidos","
+1 404-892-1277",https://www.peopleready.com/location/atlanta-ga-3219/?utm_source=source_google_business&utm_medium=organic&utm_campaign=yext&utm_content=Atlanta_GA_3219,True,,,https://www.google.com/maps/place/PeopleReady/data=!4m7!3m6!1s0x88f4fd704fe6964b:0x6b26734a4b2daa11!8m2!3d33.7728956!4d-84.4091883!16s%2Fg%2F1tgnmxtt!19sChIJS5bmT3D99IgREaotS0pzJms
1,No reviews,Insight Global,Consultora de administración empresarial,"
1224 Hammond Dr Ste 1500, Atlanta, GA 30346, Estados Unidos","
+1 855-485-8732",https://insightglobal.com/locations/georgia/staffing-agency-atlanta-ga/?utm_source=gmb&utm_medium=Yext,True,,,https://www.google.com/maps/place/Insight+Global/data=!4m7!3m6!1s0x88f50940d9992f97:0xdd950659c04e7dcf!8m2!3d33.9208725!4d-84.3432814!16s%2Fg%2F1tg8kkq4!19sChIJly-Z2UAJ9YgRz31OwFkGld0
1,No reviews,KP Staffing,Agencia de colocación,"
6175 Old National Hwy Ste 170, Atlanta, GA 30349, Estados Unidos","
+1 470-737-4098",https://www.kpstaffing.com/our-office-locations/atlanta-office/,True,,,https://www.google.com/maps/place/KP+Staffing/data=!4m7!3m6!1s0x88f4e35f44fdd041:0xc4ffe4bacde39436!8m2!3d33.5855635!4d-84.4717388!16s%2Fg%2F11mdw1pr0v!19sChIJQdD9RF_j9IgRNpTjzbrk_8Q
1,No reviews,"Staffing Agency Atlanta, Georgia | Resource Wranglers",Encargado de contratación,"
627 E College Ave, Decatur, GA 30030, Estados Unidos","
+1 404-532-9680",https://www.resourcewranglers.com/,True,,,"https://www.google.com/maps/place/Staffing+Agency+Atlanta,+Georgia+%7C+Resource+Wranglers/data=!4m7!3m6!1s0x88f5072c55181d29:0xb2ee50963666c058!8m2!3d33.773342!4d-84.285407!16s%2Fg%2F11lkgv20__!19sChIJKR0YVSwH9YgRWMBmNpZQ7rI"
1,No reviews,Ultimate Staffing Services,Encargado de contratación,"
5 Concourse Pkwy #3000, Atlanta, GA 30328, Estados Unidos","
+1 678-385-3578",https://www.ultimatestaffing.com/locations/view/atlanta-perimeter/,True,,,https://www.google.com/maps/place/Ultimate+Staffing+Services/data=!4m7!3m6!1s0x88f5094b303c8ccd:0xac5a1272c97672d7!8m2!3d33.9169602!4d-84.3544837!16s%2Fg%2F11bzs4hxx8!19sChIJzYw8MEsJ9YgR13J2yXISWqw
1,No reviews,"Next Step Staffing, INC.",Agencia de colocación,"
2001 M.L.K. Jr Dr SW Suite 430, Atlanta, GA 30310, Estados Unidos","
+1 404-890-5815",https://www.nextstepstaffingatl.com/,True,,,"https://www.google.com/maps/place/Next+Step+Staffing,+INC./data=!4m7!3m6!1s0x88f51ca531894a87:0x8d42914acdfb7b81!8m2!3d33.7505956!4d-84.4504945!16s%2Fg%2F12qfr0b6z!19sChIJh0qJMaUc9YgRgXv7zUqRQo0"
1,No reviews,Stewart Transport,Empresa de transporte por camión,"
8164 W Buckeye Rd, Phoenix, AZ 85043, Estados Unidos","
+1 602-242-1800",http://www.stewarttransport.com/,True,,,https://www.google.com/maps/place/Stewart+Transport/data=!4m7!3m6!1s0x872b1450ffffffff:0xd2f6f14293eba9e2!8m2!3d33.4379787!4d-112.235379!16s%2Fg%2F11b6zxrgp6!19sChIJ_____1AUK4cR4qnrk0Lx9tI
1,No reviews,May Trucking Co,Empresa de transporte por camión,"
2501 W Durango St, Phoenix, AZ 85009, Estados Unidos","
+1 602-256-2440",http://www.maytrucking.com/,True,,,https://www.google.com/maps/place/May+Trucking+Co/data=!4m7!3m6!1s0x872b119dc2a573a7:0x317c513d037d50d9!8m2!3d33.4292935!4d-112.1112737!16s%2Fg%2F1tp2_vj6!19sChIJp3Olwp0RK4cR2VB9Az1RfDE
1,No reviews,"Shippers Preferred Express, Inc.",Empresa de transporte por camión,"
2224 Grand Ave, Phoenix, AZ 85009, Estados Unidos","
+1 602-278-6004",http://www.spxinc.com/,True,,,"https://www.google.com/maps/place/Shippers+Preferred+Express,+Inc./data=!4m7!3m6!1s0x872b13af9d1dbdff:0x5591148a9ac24ec8!8m2!3d33.4721671!4d-112.1062395!16s%2Fg%2F11bc744drw!19sChIJ_70dna8TK4cRyE7CmooUkVU"
1,No reviews,System Transport Inc,Empresa de transporte por camión,"
1820 W Broadway Rd, Phoenix, AZ 85041, Estados Unidos","
+1 602-243-2900",http://www.systemtrans.com/,True,,,https://www.google.com/maps/place/System+Transport+Inc/data=!4m7!3m6!1s0x872b1107dd23073d:0xeaee95eeaf0181f8!8m2!3d33.4071703!4d-112.0971007!16s%2Fg%2F1tlndxml!19sChIJPQcj3QcRK4cR-IEBr-6V7uo
1,No reviews,SnapCare,Empresa de trabajo temporal,,"
+1 844-804-7627",https://snapcare.com/,True,,,https://www.google.com/maps/place/SnapCare/data=!4m7!3m6!1s0x88f5054bdf323b5f:0x71fbe8f9a77e0ac2!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11f9h4_6hq!19sChIJXzsy30sF9YgRwgp-p_no-3E
1,No reviews,Hospitality Staffing Solutions,Agencia de colocación,"
191 Peachtree St suite 1400, Atlanta, GA 30303, Estados Unidos","
+1 470-419-4704",https://www.hssstaffing.com/lookforwork/,True,,,https://www.google.com/maps/place/Hospitality+Staffing+Solutions/data=!4m7!3m6!1s0x88f50378047f87e9:0x5aa2a7e9f46e6486!8m2!3d33.7590162!4d-84.3872744!16s%2Fg%2F11fy1nqk5j!19sChIJ6Yd_BHgD9YgRhmRu9Omnolo
1,No reviews,"Werner Enterprises, Inc",Empresa de transporte por camión,"
4801 W Magnolia St, Phoenix, AZ 85043, Estados Unidos","
+1 602-455-3060",https://www.werner.com/,True,,,"https://www.google.com/maps/place/Werner+Enterprises,+Inc/data=!4m7!3m6!1s0x872b16a1341bdf6b:0x3e60429658fbde51!8m2!3d33.4231701!4d-112.1622667!16s%2Fg%2F1tcvzww3!19sChIJa98bNKEWK4cRUd77WJZCYD4"
1,No reviews,"Western Transport Logistics, Inc.",Empresa de transporte por camión,"
2601 E Magnolia St, Phoenix, AZ 85034, Estados Unidos","
+1 602-246-1417",http://www.westranz.com/,True,,,"https://www.google.com/maps/place/Western+Transport+Logistics,+Inc./data=!4m7!3m6!1s0x872b13dcc3ae1c5b:0x544a52b7974d70a4!8m2!3d33.4220248!4d-112.0257798!16s%2Fg%2F11bzzyryv4!19sChIJWxyuw9wTK4cRpHBNl7dSSlQ"
1,No reviews,Schneider,Empresa de transporte por camión,"
3150 S 39th Ave, Phoenix, AZ 85009, Estados Unidos","
+1 800-343-8531",https://www.schneider.com/,True,,,https://www.google.com/maps/place/Schneider/data=!4m7!3m6!1s0x872c9e6d2a40561b:0xb7a5c81b83b780c5!8m2!3d33.4193614!4d-112.1443404!16s%2Fg%2F1262cwssr!19sChIJG1ZAKm2eLIcRxYC3gxvIpbc
1,No reviews,Michael Most Trucking,Empresa de transporte por camión,"
540 S 55th Ave, Phoenix, AZ 85043, Estados Unidos","
+1 602-353-8400",http://michaelmosttrucking.com/,True,,,https://www.google.com/maps/place/Michael+Most+Trucking/data=!4m7!3m6!1s0x872b1439c57c728d:0x187b84147e26be5b!8m2!3d33.4437921!4d-112.1782362!16s%2Fg%2F1td4_9wz!19sChIJjXJ8xTkUK4cRW74mfhSEexg
1,No reviews,Crete Carrier Corporation,Empresa de transporte por camión,"
2346 S 16th Ave, Phoenix, AZ 85007, Estados Unidos","
+1 602-269-6719",https://cretecarrier.com/company/locations/,True,,,https://www.google.com/maps/place/Crete+Carrier+Corporation/data=!4m7!3m6!1s0x872b119da273426f:0x40138f26828ce18d!8m2!3d33.4260608!4d-112.0943833!16s%2Fg%2F1263pw4xv!19sChIJb0Jzop0RK4cRjeGMgiaPE0A
1,No reviews,Matt Brown Trucking Inc,Empresa de transporte por camión,"
21829 N 16th St, Phoenix, AZ 85024, Estados Unidos","
+1 623-234-3415",http://mattbrowntrucking.com/,True,,,https://www.google.com/maps/place/Matt+Brown+Trucking+Inc/data=!4m7!3m6!1s0x872b6554592a24d5:0x83aba54ec3d2dfef!8m2!3d33.6854972!4d-112.044876!16s%2Fg%2F11c4835vw8!19sChIJ1SQqWVRlK4cR79_Sw06lq4M
1,No reviews,White Mountain Trucking,Empresa de transporte por camión,"
6424 South 75th Avenue, Laveen Village, AZ 85339, Estados Unidos","
+1 602-237-9440",http://www.whitemountaintrucking.com/,True,,,https://www.google.com/maps/place/White+Mountain+Trucking/data=!4m7!3m6!1s0x872b114e8496d433:0xd78905049db8ee24!8m2!3d33.3879741!4d-112.2198789!16s%2Fg%2F11c6v_xrcv!19sChIJM9SWhE4RK4cRJO64nQQFidc
1,No reviews,Network Transportation LLC,Empresa de transporte por camión,"
825 S 63rd Ave, Phoenix, AZ 85043, Estados Unidos","
+1 623-936-5865",http://networktransllc.com/,True,,,https://www.google.com/maps/place/Network+Transportation+LLC/data=!4m7!3m6!1s0x872b15cbae723237:0x61d22aef5ef7852c!8m2!3d33.4396858!4d-112.1947129!16s%2Fg%2F11bw613b7t!19sChIJNzJyrssVK4cRLIX3Xu8q0mE
1,No reviews,Heartland Express,Empresa de transporte por camión,"
4555 W Mohave St, Phoenix, AZ 85043, Estados Unidos","
+1 800-441-4953",https://www.heartlandexpress.com/,True,,,https://www.google.com/maps/place/Heartland+Express/data=!4m7!3m6!1s0x872b141dae98d9f3:0x5327aad3e728d680!8m2!3d33.4308664!4d-112.1573086!16s%2Fg%2F1263zvn5f!19sChIJ89mYrh0UK4cRgNYo59OqJ1M
1,No reviews,Mechanics in Motion LLC Mobile Mechanics - Auto Engine Mobile Mechanic Repair Service in Miami FL,Taller de reparación de automóviles,"
1065 SW 8th St Unit 584, Miami, FL 33130, Estados Unidos","
+1 305-239-2255",http://mechanicsinmotion.tech/,True,,,https://www.google.com/maps/place/Mechanics+in+Motion+LLC+Mobile+Mechanics+-+Auto+Engine+Mobile+Mechanic+Repair+Service+in+Miami+FL/data=!4m7!3m6!1s0x88d9af83cb1509f3:0x833df4c41e5e9ed8!8m2!3d25.7662106!4d-80.212223!16s%2Fg%2F11ddxt_yyp!19sChIJ8wkVy4Ov2YgR2J5eHsT0PYM
1,No reviews,305 Mechanic Shop,Taller de reparación de automóviles,"
7030 NE 4th Ct, Miami, FL 33138, Estados Unidos","
+1 305-680-4332",https://305mechanicshop.com/,True,,,https://www.google.com/maps/place/305+Mechanic+Shop/data=!4m7!3m6!1s0x88d9b1f009de06cf:0x8fd1399adb0388ba!8m2!3d25.8400287!4d-80.1881604!16s%2Fg%2F11wnmzqzmw!19sChIJzwbeCfCx2YgRuogD25o50Y8
1,No reviews,Elite Auto Repair,Taller de reparación de automóviles,"
12212 SW 129th Ct, Miami, FL 33186, Estados Unidos","
+1 305-234-9770",https://www.eliteautorepairmiami.com/,True,,,https://www.google.com/maps/place/Elite+Auto+Repair/data=!4m7!3m6!1s0x88d9c10cac786e25:0xf5ddd78976d2fc33!8m2!3d25.6548218!4d-80.4053765!16s%2Fg%2F11c1wt44z4!19sChIJJW54rAzB2YgRM_zSdonX3fU
1,No reviews,Japanese Car Care,Servicio de cambio de aceite,"
2901 SW 72nd Ave, Miami, FL 33155, Estados Unidos","
+1 305-262-0002",http://www.japcarcare.com/,True,,,https://www.google.com/maps/place/Japanese+Car+Care/data=!4m7!3m6!1s0x88d9b85d46403113:0x3aaddeed26b63637!8m2!3d25.7428788!4d-80.31095!16s%2Fg%2F1tdbg716!19sChIJEzFARl242YgRNza2Ju3erTo
1,No reviews,Japanese Auto Tech Inc,Taller de reparación de automóviles,"
1650 SW 27th Ave, Miami, FL 33145, Estados Unidos","
+1 305-445-0948",http://www.japaneseautomiami.com/,True,,,https://www.google.com/maps/place/Japanese+Auto+Tech+Inc/data=!4m7!3m6!1s0x88d9b7a9722e2efd:0x4a5deb8512f2723e!8m2!3d25.7566121!4d-80.2389279!16s%2Fg%2F1tfq5g46!19sChIJ_S4ucqm32YgRPnLyEoXrXUo
1,No reviews,The Car Clinic of Miami,Taller de reparación de automóviles,"
15020 SW 136th St, Miami, FL 33196, Estados Unidos","
+1 305-388-0888",https://thecarclinicofmiami.com/store/36/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=store-link,True,,,https://www.google.com/maps/place/The+Car+Clinic+of+Miami/data=!4m7!3m6!1s0x88d9c1bdf38d1a55:0x5bf2c4bd368cb72f!8m2!3d25.6400821!4d-80.4369549!16s%2Fg%2F1tdkhg7n!19sChIJVRqN873B2YgRL7eMNr3E8ls
1,No reviews,Sierra Auto Service,Taller de reparación de automóviles,"
3695 SW 7th St, Miami, FL 33135, Estados Unidos","
+1 305-476-9223",https://rayleon21.wixsite.com/sierraautoservice,True,,,https://www.google.com/maps/place/Sierra+Auto+Service/data=!4m7!3m6!1s0x88d9b774b6385a2d:0xc80d99ad25f109e6!8m2!3d25.7657326!4d-80.2549239!16s%2Fg%2F1tgj9mhd!19sChIJLVo4tnS32YgR5gnxJa2ZDcg
