name,address,already_sent,business_status,category,has_website,last_review,lead_reasons,lead_score,maps_url,phone,phone_e164,phone_valid,rating,reviews,scraped_date,search_location,search_query,wa_message,website,whatsapp,whatsapp_jid,whatsapp_verified
Notary Public 6," C. Oriental 6, La Paz, 72160 Heroica Puebla de Zaragoza, Pue.",no,open,Legal services,False,,No website | No reviews,6,https://www.google.com/maps/place/Notary+Public+6/data=!4m7!3m6!1s0x85cfc6d646ff1ecd:0xd7128eea8d17214c!8m2!3d19.0564673!4d-98.2311451!16s%2Fg%2F1ptysh9rj!19sChIJzR7_RtbGz4URTCEXjeqOEtc,222 296 6014,+522222966014,True,None,None,2026-06-11,Puebla Mexico,notaria publica,Hola ¿Notary Public 6? 👋 Los vi en Google Maps. ¿Tardan armando un expediente con docs regados en WhatsApp y correo? Hicimos algo que los junta por caso. ¿Le interesa?,,https://wa.me/522222966014,,
DESPACHO CONTABLE Y FISCAL," Mar Adriático 20, Popotla, Miguel Hidalgo, 11400 Ciudad de México, CDMX",yes,open,Corporate office,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE+Y+FISCAL/data=!4m7!3m6!1s0x85d1f9728c1dc5b9:0x6dcc160ba9a559b0!8m2!3d19.452805!4d-99.1837119!16s%2Fg%2F11gxmv20sv!19sChIJucUdjHL50YURsFmlqQsWzG0,55 2955 1858,+525529551858,True,None,None,2026-06-11,Ciudad de Mexico,despacho contable,Hola ¿DESPACHO CONTABLE Y FISCAL? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/525529551858,,
Despacho Contable Grupo Ferbea," Av. P.º de la Reforma 403 - 1204, Cuauhtémoc, 06500 Ciudad de México, CDMX",yes,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+Grupo+Ferbea/data=!4m7!3m6!1s0x85d1ff4bd09712ed:0xa9b7158bd1c50d1b!8m2!3d19.4260056!4d-99.1711057!16s%2Fg%2F11cs607f4v!19sChIJ7RKX0Ev_0YURGw3F0YsVt6k,55 1822 8302,+525518228302,True,None,None,2026-06-11,Ciudad de Mexico,despacho contable,"Qué tal Despacho Contable Grupo Ferbea, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/525518228302,,
Asesor Patrimonial de Seguros Monterrey," Av. P.º de la Reforma 342, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX",no,open,Life insurance agency,False,,No website | No reviews,6,https://www.google.com/maps/place/Asesor+Patrimonial+de+Seguros+Monterrey/data=!4m7!3m6!1s0x85d1ff7cd01e78af:0xd7cfa60764a0b72d!8m2!3d19.4257786!4d-99.1674533!16s%2Fg%2F11x04cfbyh!19sChIJr3ge0Hz_0YURLbegZAemz9c,55 6287 4899,+525562874899,True,None,None,2026-06-11,Monterrey Mexico,agencia de seguros,Hola ¿Asesor Patrimonial de Seguros Monterrey? 👋 Los vi en Google Maps. ¿Cómo arman un reclamo con las fotos del siniestro que llegan por WhatsApp? Hicimos algo que las ordena por póliza. ¿Le interesa?,,https://wa.me/525562874899,,
Jurídico Ruiz," C. Manuel Gutiérrez Nájera 1218, Miraflores, 44270 Guadalajara, Jal.",no,open,General practice attorney,False,,No website | No reviews,6,https://www.google.com/maps/place/Jur%C3%ADdico+Ruiz/data=!4m7!3m6!1s0x8428b11507fb1217:0x66718055d8d581f2!8m2!3d20.6954366!4d-103.3443183!16s%2Fg%2F11q1p0x1lb!19sChIJFxL7BxWxKIQR8oHV2FWAcWY,33 1447 4428,+523314474428,True,None,None,2026-06-11,Guadalajara Mexico,despacho juridico,"Qué tal Jurídico Ruiz, los vi en Maps. ¿Se les traspapela un documento entre tantos chats de un asunto? Tenemos algo que lo ordena solo. ¿Le cuento rápido?",,https://wa.me/523314474428,,
Notaria Pública No. 7," C. 16 de Septiembre 1509, El Carmen, 72530 Heroica Puebla de Zaragoza, Pue.",no,open,Notary public,False,,No website | No reviews,6,https://www.google.com/maps/place/Notaria+P%C3%BAblica+No.+7/data=!4m7!3m6!1s0x85cfc0c2f4338e9f:0xa6d2daad84052013!8m2!3d19.0385021!4d-98.2021735!16s%2Fg%2F11bbrjb8w6!19sChIJn44z9MLAz4UREyAFhK3a0qY,222 237 9715,+522222379715,True,None,None,2026-06-11,Puebla Mexico,notaria publica,"Qué tal Notaria Pública No. 7, los vi en Maps. ¿Se les traspapela un documento entre tantos chats de un asunto? Tenemos algo que lo ordena solo. ¿Le cuento rápido?",,https://wa.me/522222379715,,
Public Notary 49," C. 11 Sur 5103, Prados Agua Azul, 72430 Heroica Puebla de Zaragoza, Pue.",no,open,Legal services,False,,No website | No reviews,6,https://www.google.com/maps/place/Public+Notary+49/data=!4m7!3m6!1s0x85cfc0b504c2b6f9:0x842cc4506261fef9!8m2!3d19.0262764!4d-98.2191788!16s%2Fg%2F1ptwhfp01!19sChIJ-bbCBLXAz4UR-f5hYlDELIQ,222 240 9337,+522222409337,True,None,None,2026-06-11,Puebla Mexico,notaria publica,"Hola Public Notary 49 👋 Soy Ricardo, software mexicano. ¿Pierden tiempo reconstruyendo expedientes de varios chats? Armamos algo para eso. ¿Le late?",,https://wa.me/522222409337,,
Contador Puebla," C. Séptima Sur 4916, Prados Agua Azul, 72430 Heroica Puebla de Zaragoza, Pue.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Contador+Puebla/data=!4m7!3m6!1s0x85cfb8c6d7ff5db3:0xef61fe224f3a8a28!8m2!3d19.0236377!4d-98.2176071!16s%2Fg%2F11c2qnsjgb!19sChIJs13_18a4z4URKIo6TyL-Ye8,222 152 5530,+522221525530,True,None,None,2026-06-11,Puebla Mexico,despacho contable,Hola ¿Contador Puebla? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/522221525530,,
Despacho contable fiscal de puebla," Plaza Dorada, Plaza dorada, Jardines de San Manuel, 72534 Heroica Puebla de Zaragoza, Pue.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+contable+fiscal+de+puebla/data=!4m7!3m6!1s0x85cfc15ad6c18ba1:0x8825d194b27c1663!8m2!3d19.0285816!4d-98.205578!16s%2Fg%2F11yycssfn3!19sChIJoYvB1lrBz4URYxZ8spTRJYg,56 1041 2073,+525610412073,True,None,None,2026-06-11,Puebla Mexico,despacho contable,"Qué tal Despacho contable fiscal de puebla, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/525610412073,,
MA Asesoría Contable y Fiscal," C. 92 Pte. 107 A, Revolución Mexicana, 72200 Heroica Puebla de Zaragoza, Pue.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/MA+Asesor%C3%ADa+Contable+y+Fiscal/data=!4m7!3m6!1s0x85cfc1266eba48ad:0xbed3c69a2a4a77d5!8m2!3d19.0788312!4d-98.1789157!16s%2Fg%2F11tdn1p4v5!19sChIJrUi6bibBz4UR1XdKKprG074,222 666 4016,+522226664016,True,None,None,2026-06-11,Puebla Mexico,despacho contable,"Hola MA Asesoría Contable y Fiscal 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/522226664016,,
Arenas & Asociados Despacho Contable," 72000, Chulavista, 72000 Heroica Puebla de Zaragoza, Pue.",no,open,Accounting firm,False,,No website | No reviews,6,https://www.google.com/maps/place/Arenas+%26+Asociados+Despacho+Contable/data=!4m7!3m6!1s0x85cfc199f5e1dd0d:0xae3d6fc556b68ef2!8m2!3d19.0402491!4d-98.2097932!16s%2Fg%2F11ydw0vz72!19sChIJDd3h9ZnBz4UR8o62VsVvPa4,222 506 2726,+522225062726,True,None,None,2026-06-11,Puebla Mexico,despacho contable,Hola ¿Arenas & Asociados Despacho Contable? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/522225062726,,
Despacho Contable en Queretaro," C. Agustín Melgar 2A, Niños Heroes, 76010 Santiago de Querétaro, Qro.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+en+Queretaro/data=!4m7!3m6!1s0x85d34532af0ba1af:0x1b32abd148dbe959!8m2!3d20.5876764!4d-100.4064579!16s%2Fg%2F11cms7mb5t!19sChIJr6ELrzJF04URWenbSNGrMhs,442 362 3978,+524423623978,True,None,None,2026-06-11,Queretaro Mexico,despacho contable,"Qué tal Despacho Contable en Queretaro, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/524423623978,,
DESPACHO CONTABLE," C. PUESTA DEL SOL, La Esperanza, 76121 Santiago de Querétaro, Qro.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE/data=!4m7!3m6!1s0x85d35bb11055be47:0x2c08ba536d24a07c!8m2!3d20.6288955!4d-100.4187029!16s%2Fg%2F11x7j021hz!19sChIJR75VELFb04URfKAkbVO6CCw,442 324 3930,+524423243930,True,None,None,2026-06-11,Queretaro Mexico,despacho contable,"Hola DESPACHO CONTABLE 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/524423243930,,
Contador en El Refugio.Despacho Contable y Asesores de Negocios," Anillo Vial II, Anillo Vial Fray Junípero Serra 9200, El Refugio, 76269 Santiago de Querétaro, Qro.",no,open,Tax consultant,False,,No website | No reviews,6,https://www.google.com/maps/place/Contador+en+El+Refugio.Despacho+Contable+y+Asesores+de+Negocios/data=!4m7!3m6!1s0x85d35d949a757649:0x4b0a2b9b89486868!8m2!3d20.6417161!4d-100.3448533!16s%2Fg%2F11smrf_m8p!19sChIJSXZ1mpRd04URaGhIiZsrCks,442 423 5621,+524424235621,True,None,None,2026-06-11,Queretaro Mexico,despacho contable,Hola ¿Contador en El Refugio.Despacho Contable y Asesores de Negocios? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://api.whatsapp.com/send?phone=524424235621&text=,,
MBV Despacho Contable S De RL De CV," C. Río Guadalquivir 33, Jardines de Queretaro, 76020 Santiago de Querétaro, Qro.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/MBV+Despacho+Contable+S+De+RL+De+CV/data=!4m7!3m6!1s0x85d35bc97d0e8c0b:0x882993d84f7bc1f2!8m2!3d20.5981343!4d-100.3770954!16s%2Fg%2F11f5pxxb5v!19sChIJC4wOfclb04UR8sF7T9iTKYg,442 223 4968,+524422234968,True,None,None,2026-06-11,Queretaro Mexico,despacho contable,"Qué tal MBV Despacho Contable De CV, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/524422234968,,
Despacho Empresarial Contable," Juárez 443, Centro, 37000 León de los Aldama, Gto.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Empresarial+Contable/data=!4m7!3m6!1s0x842bbfa7b666f0b5:0x17c8764a8bf4ccd4!8m2!3d21.1174305!4d-101.6850774!16s%2Fg%2F11tt1jhkf8!19sChIJtfBmtqe_K4QR1Mz0i0p2yBc,477 869 5637,+524778695637,True,None,None,2026-06-11,Leon Mexico,despacho contable,"Hola Despacho Empresarial Contable 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/524778695637,,
Despacho contable Accounts_up," Av. Calz. Tepeyac 303, Andrade, 37020 León de los Aldama, Gto.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+contable+Accounts_up/data=!4m7!3m6!1s0x842bbff62402d71b:0x1526e842741e6fe7!8m2!3d21.1124235!4d-101.6696695!16s%2Fg%2F11gxm5vgqf!19sChIJG9cCJPa_K4QR528edELoJhU,477 844 2188,+524778442188,True,None,None,2026-06-11,Leon Mexico,despacho contable,Hola ¿Despacho contable Accounts_up? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/524778442188,,
Despacho Contable y Fiscal," Av. Calz. Tepeyac 460-Int 103, Andrade, 37370 León de los Aldama, Gto.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+y+Fiscal/data=!4m7!3m6!1s0x842bbf05ac01ef75:0x42e7952640e7de7c!8m2!3d21.1125061!4d-101.6697807!16s%2Fg%2F11np0s1z65!19sChIJde8BrAW_K4QRfN7nQCaV50I,477 288 0352,+524772880352,True,None,None,2026-06-11,Leon Mexico,despacho contable,"Qué tal Despacho Contable y Fiscal, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/524772880352,,
despacho Contable," C. la Luz 1403-Interior A, Killian, 37480 León de los Aldama, Gto.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/despacho+Contable/data=!4m7!3m6!1s0x842bbf01dbce1e09:0x6f7374684b54e875!8m2!3d21.1221012!4d-101.6616937!16s%2Fg%2F11cncpbsnq!19sChIJCR7O2wG_K4QRdehUS2h0c28,477 763 2399,+524777632399,True,None,None,2026-06-11,Leon Mexico,despacho contable,"Hola despacho Contable 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/524777632399,,
DESPACHO CONTABLE AFIDEN," CALLE DEL PLAN EXT 21481 INT 2 PLANTA BAJA, Las Americas, 22215 Tijuana, B.C.",no,open,Bookkeeping service,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE+AFIDEN/data=!4m7!3m6!1s0x80d939927abf48af:0x4748870cd7ad97a6!8m2!3d32.4981022!4d-116.8925537!16s%2Fg%2F11tjgr5z8m!19sChIJr0i_epI52YARppet1wyHSEc,664 292 5755,+526642925755,True,None,None,2026-06-11,Tijuana Mexico,despacho contable,Hola ¿DESPACHO CONTABLE AFIDEN? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/526642925755,,
López Iglesias Contadores y Abogados," San José y o, Vía Rápida Poniente, San Martin 15035-Local 37, Rio Tijuana 3ra Etapa, 22226 Tijuana, B.C.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/L%C3%B3pez+Iglesias+Contadores+y+Abogados/data=!4m7!3m6!1s0x80d9398510371ca1:0x1b3db1b039bc8fbb!8m2!3d32.5037852!4d-116.957023!16s%2Fg%2F11rjs2kkjy!19sChIJoRw3EIU52YARu4-8ObCxPRs,663 324 5059,+526633245059,True,None,None,2026-06-11,Tijuana Mexico,despacho contable,"Qué tal López Iglesias Contadores y Abogados, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://api.whatsapp.com/send/?phone=5216633245059&text=quisiera+reservar+una+cita.&type=phone_number&app_absent=0,,
Despacho Contable JR & Asociados," Calz del Tecnológico Interior A, Universidadotay, 22415 Tijuana, B.C.",no,open,Bookkeeping service,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+JR+%26+Asociados/data=!4m7!3m6!1s0x80d947e23b8fca67:0xb065944bc7569e75!8m2!3d32.5292248!4d-116.9751225!16s%2Fg%2F11b706wl5f!19sChIJZ8qPO-JH2YARdZ5Wx0uUZbA,664 382 7444,+526643827444,True,None,None,2026-06-11,Tijuana Mexico,despacho contable,"Hola Despacho Contable JR & Asociados 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/526643827444,,
CHAVEZ Despacho Contable," Av. Fuerza Aérea Mexicana 22, Centro Urbano 70-76, 22410 Tijuana, B.C.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/CHAVEZ+Despacho+Contable/data=!4m7!3m6!1s0x80d9487ecacb09af:0x9812a4c57722cbd6!8m2!3d32.5400375!4d-116.9895691!16s%2Fg%2F11b7079p9x!19sChIJrwnLyn5I2YAR1ssid8WkEpg,664 607 7547,+526646077547,True,None,None,2026-06-11,Tijuana Mexico,despacho contable,Hola ¿CHAVEZ Despacho Contable? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/526646077547,,
DESPACHO CONTABLE FISCAL / EKCA CONSULTORES FISCALES SCP," 97246, Calle 1 Num. 160, Por 16 y 18, Fraccionamiento Mulsay, 97246 Mérida, Yuc.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE+FISCAL+%2F+EKCA+CONSULTORES+FISCALES+SCP/data=!4m7!3m6!1s0x8f56737299cec7dd:0x4101ad5eb2d846e0!8m2!3d20.9757634!4d-89.6716157!16s%2Fg%2F11c20qwjy_!19sChIJ3cfOmXJzVo8R4EbYsl6tAUE,999 333 2536,+529993332536,True,None,None,2026-06-11,Merida Mexico,despacho contable,"Qué tal DESPACHO CONTABLE FISCAL / EKCA CONSULTORES FISCALES SCP, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/529993332536,,
DESPACHO CONTABLE," x 48 y 46, C. 115 SN, Cinco Colonias, 97280 Mérida, Yuc.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE/data=!4m7!3m6!1s0x8f56718e459cdeeb:0x12c06b65f38f893!8m2!3d20.9345366!4d-89.617359!16s%2Fg%2F1ptyrdlnt!19sChIJ696cRY5xVo8Rk_g4X7YGLAE,999 180 8929,+529991808929,True,None,None,2026-06-11,Merida Mexico,despacho contable,"Hola DESPACHO CONTABLE 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/529991808929,,
Despacho Contable Quintal," calle 20 x 23 # 104, Centro, 97370 Yuc.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+Quintal/data=!4m7!3m6!1s0x8f56712317eb35c1:0x34aa2320fc20a78e!8m2!3d20.996893!4d-89.602992!16s%2Fg%2F11fj98wcmn!19sChIJwTXrFyNxVo8Rjqcg_CAjqjQ,999 351 4381,+529993514381,True,None,None,2026-06-11,Merida Mexico,despacho contable,Hola ¿Despacho Contable Quintal? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/529993514381,,
Despacho Contable Anduze Suaste y Asociados," Vergel II, 97173 Merida, Yucatan",no,open,Accounting firm,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+Anduze+Suaste+y+Asociados/data=!4m7!3m6!1s0x8f5670ff34891f31:0xa52aa0a785dc5e95!8m2!3d20.9519417!4d-89.5829449!16s%2Fg%2F11f10fg27g!19sChIJMR-JNP9wVo8RlV7chaegKqU,999 317 0967,+529993170967,True,None,None,2026-06-11,Merida Mexico,despacho contable,"Qué tal Despacho Contable Anduze Suaste y Asociados, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/529993170967,,
DESPACHO CONTABLE Y JURÍDICO - Asesoría Contable y Proyección Fiscal," 50170, Ocho Cedros, 50170 Toluca de Lerdo, Méx.",no,open,Bookkeeping service,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE+Y+JUR%C3%8DDICO+-+Asesor%C3%ADa+Contable+y+Proyecci%C3%B3n+Fiscal/data=!4m7!3m6!1s0x85cd8901dafd0d41:0xcd3dec0896b62905!8m2!3d19.2645295!4d-99.6647496!16s%2Fg%2F11hd_bmp83!19sChIJQQ392gGJzYURBSm2lgjsPc0,712 201 7267,+527122017267,True,None,None,2026-06-11,Toluca Mexico,despacho contable,"Hola DESPACHO CONTABLE Y JURÍDICO - Asesoría Contable y Proyección Fiscal 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/527122017267,,
"Despacho Contable ""Integración Contable Fiscal SC"" en Toluca"," hacienda redención numero 3, Providencia, La-colonia-, La Providencia, 52177 Metepec, Méx.",no,open,Bookkeeping service,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+%22Integraci%C3%B3n+Contable+Fiscal+SC%22+en+Toluca/data=!4m7!3m6!1s0x85cd8a4935b4ef37:0xf2cea532e7301913!8m2!3d19.2751715!4d-99.606567!16s%2Fg%2F11bt_h_nq5!19sChIJN--0NUmKzYURExkw5zKlzvI,722 270 8131,+527222708131,True,None,None,2026-06-11,Toluca Mexico,despacho contable,Hola ¿Despacho Contable Integración Contable Fiscal en Toluca? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/527222708131,,
Montero y Asociados Despacho Contable," Lago Caimanero 205, Nueva Oxtotitlán, 50100 Toluca de Lerdo, Méx.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Montero+y+Asociados+Despacho+Contable/data=!4m7!3m6!1s0x85cd89b2b119d36b:0x5111956078c73ba0!8m2!3d19.2825985!4d-99.6832691!16s%2Fg%2F11trhjpytx!19sChIJa9MZsbKJzYURoDvHeGCVEVE,722 551 6130,+527225516130,True,None,None,2026-06-11,Toluca Mexico,despacho contable,"Qué tal Montero y Asociados Despacho Contable, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/527225516130,,
DESPACHO CONTABLE Y FISCAL ASACOFI," C. Felipe Chávez S/N, Santa Ana Tlapaltitlán, 50160 Toluca de Lerdo, Méx.",no,open,Corporate office,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+CONTABLE+Y+FISCAL+ASACOFI/data=!4m7!3m6!1s0x85cd8b75fd6327b5:0x1928d616fd636c1b!8m2!3d19.3016598!4d-99.6086084!16s%2Fg%2F11gmx794ms!19sChIJtSdj_XWLzYURG2xj_RbWKBk,722 629 9222,+527226299222,True,None,None,2026-06-11,Toluca Mexico,despacho contable,"Hola DESPACHO CONTABLE Y FISCAL ASACOFI 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/527226299222,,
INSIGNIA DESPACHO CONTABLE," Alfredo Lewis 1901-planta baja, interior 4, Circunvalación Nte., 20020 Aguascalientes, Ags.",no,open,Bookkeeping service,False,,No website | No reviews,6,https://www.google.com/maps/place/INSIGNIA+DESPACHO+CONTABLE/data=!4m7!3m6!1s0x8429efcc44427b93:0x47df71fe32931574!8m2!3d21.8965448!4d-102.3037863!16s%2Fg%2F11z8l7dmsc!19sChIJk3tCRMzvKYQRdBWTMv5x30c,449 231 1445,+524492311445,True,None,None,2026-06-11,Aguascalientes Mexico,despacho contable,Hola ¿INSIGNIA DESPACHO CONTABLE? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/524492311445,,
APFCA DESPACHO CONTABLE," Loma del Huizache 111, Lomas de Oriente I, 20175 Aguascalientes, Ags.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/APFCA+DESPACHO+CONTABLE/data=!4m7!3m6!1s0x8429ef0a827e3e1d:0xfe049cfd7c254cd4!8m2!3d21.9130425!4d-102.255775!16s%2Fg%2F11rql35h6r!19sChIJHT5-ggrvKYQR1EwlfP2cBP4,449 550 5556,+524495505556,True,None,None,2026-06-11,Aguascalientes Mexico,despacho contable,"Qué tal APFCA DESPACHO CONTABLE, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/524495505556,,
SOLUCIONES CONTABLES DE AGUASCALIENTES - Despacho Contable Aguascalientes- Despacho Contable,,no,open,Chartered accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/SOLUCIONES+CONTABLES+DE+AGUASCALIENTES+-+Despacho+Contable+Aguascalientes-+Despacho+Contable/data=!4m7!3m6!1s0x8429ed04471de759:0xca01d9b9c60cddf5!8m2!3d21.8671334!4d-102.2974448!16s%2Fg%2F11yj3wk4c7!19sChIJWecdRwTtKYQR9d0MxrnZAco,449 157 5126,+524491575126,True,None,None,2026-06-11,Aguascalientes Mexico,despacho contable,"Hola SOLUCIONES CONTABLES DE AGUASCALIENTES - Despacho Contable Aguascalientes- Despacho Contable 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/524491575126,,
Asesoría Contable y Fiscal," Jdn. de Guadalupe Ote. 102-Int. 11, Barrio de Guadalupe, 20059 Aguascalientes, Ags.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Asesor%C3%ADa+Contable+y+Fiscal/data=!4m7!3m6!1s0x8429ef0fd8eb788d:0x7c2e8e795e790a64!8m2!3d21.8851186!4d-102.3015125!16s%2Fg%2F11sr0n34_m!19sChIJjXjr2A_vKYQRZAp5XnmOLnw,449 197 2518,+524491972518,True,None,None,2026-06-11,Aguascalientes Mexico,despacho contable,Hola ¿Asesoría Contable y Fiscal? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/524491972518,,
Despacho Contable Piedra," C. Sánchez Tagle 578, Zona Centro, 91700 Veracruz, Ver.",no,open,Chartered accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+Piedra/data=!4m7!3m6!1s0x85c34786de0fbcf7:0x8f46343a5de4ded5!8m2!3d19.1842887!4d-96.1418941!16s%2Fg%2F11npvyz107!19sChIJ97wP3oZHw4UR1d7kXTo0Ro8,229 344 1461,+522293441461,True,None,None,2026-06-11,Veracruz Mexico,despacho contable,"Qué tal Despacho Contable Piedra, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/522293441461,,
