lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,last_review,review_age_days,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
4,Sitio web (formal) | Rating 5.0,Fletes Y Mudanzas Logística Ruiz,Transportation service," Perú 2557, Jardines de La Cruz, 44950 Guadalajara, Jal.",33 3966 5509,+523339665509,True,https://wa.me/523339665509,False,open,,,https://www.logisticaruiz.mx/,True,5.0,,fletes y mudanzas,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+Y+Mudanzas+Log%C3%ADstica+Ruiz/data=!4m7!3m6!1s0x8428ad7ae439dc6b:0x1b41eced1a436556!8m2!3d20.6438904!4d-103.3743754!16s%2Fg%2F11myj98t6x!19sChIJa9w55HqtKIQRVmVDGu3sQRs
4,Sitio web (formal) | Rating 4.7,"Yo Lo Llevo, Yo Lo Traigo!! Fletes Y Mudanzas en Guadalajara.",Moving service," Fuente de la Concordia 200, Villa Fontana, 45615 San Pedro Tlaquepaque, Jal.",33 1417 2551,+523314172551,True,https://wa.me/523314172551,False,open,,,https://yo-lo-llevo.com/,True,4.7,,fletes y mudanzas,Guadalajara Mexico,2026-06-15,"https://www.google.com/maps/place/Yo+Lo+Llevo,+Yo+Lo+Traigo!!+Fletes+Y+Mudanzas+en+Guadalajara./data=!4m7!3m6!1s0x8428b39537902457:0x2525a987946b9bef!8m2!3d20.5612824!4d-103.3567997!16s%2Fg%2F11bwh94g17!19sChIJVySQN5WzKIQR75trlIepJSU"
4,Sitio web (formal) | Rating 4.9,Mudanzas y fletes Covarrubias Punto Sao Paulo,Moving and storage service," Av de las Americas 1500 Piso 17 Col, Country Club, 44610 Guadalajara, Jal.",33 1370 8648,+523313708648,True,https://wa.me/523313708648,False,open,,,http://mudanzascovarrubias.com/,True,4.9,,fletes y mudanzas,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Mudanzas+y+fletes+Covarrubias+Punto+Sao+Paulo/data=!4m7!3m6!1s0x8428af562cba59d7:0x81c13f8b6295f5d5!8m2!3d20.6979729!4d-103.3735642!16s%2Fg%2F11p3k82pgw!19sChIJ11m6LFavKIQR1fWVYos_wYE
4,Sitio web (formal) | Rating 4.8,Mudanzas y Fletes Covarrubias Central Park,Moving and storage service," Diag. San Jorge 97-Piso 1, Vallarta San Jorge, 44690 Guadalajara, Jal.",33 1953 7808,+523319537808,True,https://wa.me/523319537808,False,open,,,http://mudanzascovarrubias.com/,True,4.8,,fletes y mudanzas,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Mudanzas+y+Fletes+Covarrubias+Central+Park/data=!4m7!3m6!1s0x8428afd516cdbc31:0x4749728ec16dffaa!8m2!3d20.6773082!4d-103.4006131!16s%2Fg%2F11p3kb6xhq!19sChIJMbzNFtWvKIQRqv9twY5ySUc
4,Sitio web (formal) | Rating 4.8,FLETES Y MUDANZA DEL NORTE,Trucking company," Av. Dr. José Eleuterio González, Jardines del Cerro, 64320, 64060 Monterrey, N.L.",81 8081 2830,+528180812830,True,https://wa.me/528180812830,False,open,,,https://www.facebook.com/profile.php?id=100091770042320,True,4.8,,fletes y mudanzas,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/FLETES+Y+MUDANZA+DEL+NORTE/data=!4m7!3m6!1s0x866297e745ee465d:0xfddbfb1359321960!8m2!3d25.6797088!4d-100.3505766!16s%2Fg%2F11vkp44_zg!19sChIJXUbuReeXYoYRYBkyWRP72_0
4,Sitio web (formal) | Rating 4.8,Mudanzas Sierra,Moving service," C. Volcan de Tanzitaro 1455, Jardines de las Puentes, 66460 San Nicolás de los Garza, N.L.",81 8347 6996,+528183476996,True,https://wa.me/528183476996,False,open,,,http://www.mudanzassierra.com/,True,4.8,,fletes y mudanzas,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Mudanzas+Sierra/data=!4m7!3m6!1s0x866295f10d72a3d9:0xe4f6e2ec22bac59f!8m2!3d25.7398736!4d-100.2799532!16s%2Fg%2F1tg4lthd!19sChIJ2aNyDfGVYoYRn8W6Iuzi9uQ
4,Sitio web (formal) | Rating 4.6,Fletes Guadalajara Merida SUC MONTERREY,Trucking company," Vicente Guerrero 3274, Del Nte., 64500 Monterrey, N.L.",81 8218 2250,+528182182250,True,https://wa.me/528182182250,False,open,,,https://www.flegume.com/index.html,True,4.6,,fletes y mudanzas,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+Guadalajara+Merida+SUC+MONTERREY/data=!4m7!3m6!1s0x86629544dff09ff5:0x54a8acf4fa3636a9!8m2!3d25.709615!4d-100.309244!16s%2Fg%2F11nn3s8grr!19sChIJ9Z_w30SVYoYRqTY2-vSsqFQ
4,Sitio web (formal) | Rating 5.0,Fletes en Monterrey,Moving service," Av. Simón Bolívar 253, Plaza, Chepevera, 64030 Monterrey, N.L.",81 1693 0359,+528116930359,True,https://wa.me/528116930359,False,open,,,https://www.facebook.com/share/19JWZNzckr/,True,5.0,,fletes y mudanzas,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+en+Monterrey/data=!4m7!3m6!1s0x866295a1ba68e8c9:0x78ea5690606e8642!8m2!3d25.6827542!4d-100.3450029!16s%2Fg%2F11x8bqj108!19sChIJyehouqGVYoYRQoZuYJBW6ng
4,Sitio web (formal) | Rating 4.9,Fletes y Mudanzas M360,Moving service,,81 3584 5362,+528135845362,True,https://wa.me/528135845362,False,open,,,https://fletesm360.com/,True,4.9,,fletes y mudanzas,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+Mudanzas+M360/data=!4m7!3m6!1s0x4ccfc744a52b71e9:0x3647dde11ed47b67!8m2!3d25.6487678!4d-100.3094129!16s%2Fg%2F11vlnjjjht!19sChIJ6XErpUTHz0wRZ3vUHuHdRzY
4,Sitio web (formal) | Rating 4.7,Fletes Tamez Hnos SA de CV,Trucking company," Roberto Espinoza 1000, Pedregal de Santo Domingo, 66444 San Nicolás de los Garza, N.L.",81 8351 0181,+528183510181,True,https://wa.me/528183510181,False,open,,,http://www.fletestamez.com/,True,4.7,,fletes y mudanzas,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+Tamez+Hnos+SA+de+CV/data=!4m7!3m6!1s0x866294d236cb4273:0x38f9d32a6dc574f4!8m2!3d25.734784!4d-100.2643004!16s%2Fg%2F11cs46fxs9!19sChIJc0LLNtKUYoYR9HTFbSrT-Tg
4,Sitio web (formal) | Rating 5.0,Mudanzas y Fletes Alaari,Moving service," Santiago Tapia Ote. 2210, Centro, 64000 Monterrey, N.L.",81 2151 5938,+528121515938,True,https://wa.me/528121515938,False,open,,,http://www.mudanzasyfletes.mx/,True,5.0,,fletes y mudanzas,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Mudanzas+y+Fletes+Alaari/data=!4m7!3m6!1s0x8662955e3adcac4d:0x2329bced0e3f7577!8m2!3d25.6813504!4d-100.334237!16s%2Fg%2F11k3czc5n3!19sChIJTazcOl6VYoYRd3U_Du28KSM
4,Sitio web (formal) | Rating 4.5,Fletes y Mudanzas,Moving service," Blvd. Norte 5203, Santa María, 72080 Heroica Puebla de Zaragoza, Pue.",222 108 8675,+522221088675,True,https://wa.me/522221088675,False,open,,,https://mudanzaseconomicas.odg.mx/,True,4.5,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+Mudanzas/data=!4m7!3m6!1s0x85cfc1108a2be7f1:0xa4a29b9c684b08ba!8m2!3d19.0666209!4d-98.190977!16s%2Fg%2F1ptw75221!19sChIJ8ecrihDBz4URughLaJyboqQ
4,Sitio web (formal) | Rating 5.0,FLETES Y MUDANZAS PUEBLA,Transportation service," Corregidora 57, Historiadores, 72365 Heroica Puebla de Zaragoza, Pue.",222 845 0084,+522228450084,True,https://wa.me/522228450084,False,open,,,https://www.facebook.com/profile.php?id=100094312903385,True,5.0,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/FLETES+Y+MUDANZAS+PUEBLA/data=!4m7!3m6!1s0x824b2e61ea57dfc1:0xa1475c160bb5bc03!8m2!3d19.028015!4d-98.1427376!16s%2Fg%2F11mkhpqk8h!19sChIJwd9X6mEuS4IRA7y1CxZcR6E
4,Sitio web (formal) | Rating 5.0,Fletes Y Mudanzas Mendoza,Moving service," Calle 22 Nte. s/n, Xonaca, 72280 Heroica Puebla de Zaragoza, Pue.",221 268 1524,+522212681524,True,https://wa.me/522212681524,False,open,,,https://fletesurgentesspm.wixsite.com/fletes-y-mudanza,True,5.0,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+Y+Mudanzas+Mendoza/data=!4m7!3m6!1s0x85cfc1cdc8b0b539:0x8fa7e1de7d813aec!8m2!3d19.0493684!4d-98.1801233!16s%2Fg%2F11h_7828tc!19sChIJObWwyM3Bz4UR7DqBfd7hp48
4,Sitio web (formal) | Rating 4.8,Roots,Moving service," Antiguo Camino Real a Cholula 4802, Sta Cruz Buenavista, 72170 Heroica Puebla de Zaragoza, Pue.",222 925 6353,+522229256353,True,https://wa.me/522229256353,False,open,,,https://www.mudanzasroots.com/,True,4.8,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Roots/data=!4m7!3m6!1s0x85cfc1120e2f21df:0x88010c557dfd8559!8m2!3d19.0466536!4d-98.2544788!16s%2Fg%2F11hdh7n2db!19sChIJ3yEvDhLBz4URWYX9fVUMAYg
4,Sitio web (formal) | Rating 4.7,Transportes y mudanzas Palafox,Moving service," Av 34 Sur 613, Unidad habitacional La Margarita, 72560 Heroica Puebla de Zaragoza, Pue.",222 413 6956,+522224136956,True,https://wa.me/522224136956,False,open,,,https://www.palafoxtransportesymudanzas.com.mx/,True,4.7,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Transportes+y+mudanzas+Palafox/data=!4m7!3m6!1s0x85cfbf159983e145:0x55c71a0d45cd0bc9!8m2!3d19.0049876!4d-98.1905233!16s%2Fg%2F11jq_xtd57!19sChIJReGDmRW_z4URyQvNRQ0ax1U
4,Sitio web (formal) | Rating 5.0,Fletes y mudanzas CLEMENTE,Moving service," 14 sur y avenida san Miguel, 72590 Heroica Puebla de Zaragoza, Pue.",222 196 0845,+522221960845,True,https://wa.me/522221960845,False,open,,,https://7558568882.my.canva.site/mudanzas-clemente-,True,5.0,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+mudanzas+CLEMENTE/data=!4m7!3m6!1s0xaee303c30a37d3d3:0x77f286c39e37a302!8m2!3d18.963552!4d-98.2183584!16s%2Fg%2F11z51d8b_3!19sChIJ09M3CsMD464RAqM3nsOG8nc
4,Sitio web (formal) | Rating 5.0,Mudanzas Y Transportes Pérez,Moving service," C. Cuauhtémoc 98, Lomas de San Miguel, 72573 Heroica Puebla de Zaragoza, Pue.",222 250 9252,+522222509252,True,https://wa.me/522222509252,False,open,,,http://mudanzasytrasportesperez.com/,True,5.0,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Mudanzas+Y+Transportes+P%C3%A9rez/data=!4m7!3m6!1s0x85cfbfb53ae486a1:0xac5e0551de6d25e5!8m2!3d18.9932175!4d-98.18294!16s%2Fg%2F11pd7dwsm5!19sChIJoYbkOrW_z4UR5SVt3lEFXqw
4,Sitio web (formal) | Rating 5.0,Fletes y mudanzas en puebla,Trucking company," Centro comercial Plaza Loreto, 72240 Heroica Puebla de Zaragoza, Pue.",222 448 3408,+522224483408,True,https://wa.me/522224483408,False,open,,,http://www.fletesymudanzaslogipue.com/,True,5.0,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+mudanzas+en+puebla/data=!4m7!3m6!1s0x85cfc10f95fc86e5:0xaf6f58c73b88cc27!8m2!3d19.065145!4d-98.1765464!16s%2Fg%2F11r4jqy735!19sChIJ5Yb8lQ_Bz4URJ8yIO8dYb68
4,Sitio web (formal) | Rating 5.0,Ecomudanzas Puebla - Fletes y Mudanzas en Puebla,Moving service," Av San Manuel 2446, Jardines de San Manuel, 72570 Heroica Puebla de Zaragoza, Pue.",222 525 7058,+522225257058,True,https://wa.me/522225257058,False,open,,,https://ecomudanzaspuebla.com/?utm_source=Google&utm_medium=map&utm_campaign=ficha_de_google,True,5.0,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Ecomudanzas+Puebla+-+Fletes+y+Mudanzas+en+Puebla/data=!4m7!3m6!1s0x85cfc19fec420b33:0x570356cb6c2003ea!8m2!3d19.0118131!4d-98.1937795!16s%2Fg%2F11xkvp3wjk!19sChIJMwtC7J_Bz4UR6gMgbMtWA1c
4,Sitio web (formal) | Rating 5.0,Fletes ligeros Solucionate,Moving service," Calle, Jesús Castillo Sosa Edificio 260, INFONAVIT Manuel Rivera Anaya, 72309 Heroica Puebla de Zaragoza, Pue.",222 664 2168,+522226642168,True,https://wa.me/522226642168,False,open,,,https://www.facebook.com/Soluciona-t,True,5.0,,fletes y mudanzas,Puebla Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+ligeros+Solucionate/data=!4m7!3m6!1s0x85cfc14f05381815:0xae86b3523aba81cd!8m2!3d19.0574141!4d-98.1456108!16s%2Fg%2F11gsn3t2qv!19sChIJFRg4BU_Bz4URzYG6OlKzhq4
4,Sitio web (formal) | Rating 4.6,Fletes & Mudanzas Qro,Moving service," Macizo de Tibesti 989 24, La Loma, 76116 Santiago de Querétaro, Qro.",442 495 0009,+524424950009,True,https://wa.me/524424950009,False,open,,,http://mudanzasqueretaro.com/,True,4.6,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+%26+Mudanzas+Qro/data=!4m7!3m6!1s0x85d35bd64512d6a5:0x36e49fd17068a7d6!8m2!3d20.6402873!4d-100.4655681!16s%2Fg%2F11h1z84h8x!19sChIJpdYSRdZb04UR1qdocNGf5DY
4,Sitio web (formal) | Rating 5.0,Fletes y Mudanzas Los Toritos,Moving service," C. Jiménez 42, Linda Vista, 76168 Santiago de Querétaro, Qro.",442 719 1790,+524427191790,True,https://wa.me/524427191790,False,open,,,https://fletesymudanzasqueretaro.mx/,True,5.0,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+Mudanzas+Los+Toritos/data=!4m7!3m6!1s0x85d35bbbcec0cdd5:0xe44c498994bc2c38!8m2!3d20.6046138!4d-100.3936463!16s%2Fg%2F11v05l3bp4!19sChIJ1c3Azrtb04UROCy8lIlJTOQ
4,Sitio web (formal) | Rating 4.8,Fletes y mudanzas A&C,Moving service," 76116, La Loma, 76116 Santiago de Querétaro, Qro.",442 323 9402,+524423239402,True,https://wa.me/524423239402,False,open,,,https://www.facebook.com/FletesYMudanzasAyC/,True,4.8,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+mudanzas+A%26C/data=!4m7!3m6!1s0x85d35199988fc0cf:0xfd09c3803f94cb47!8m2!3d20.6349506!4d-100.4593476!16s%2Fg%2F11t1b4_1p3!19sChIJz8CPmJlR04URR8uUP4DDCf0
4,Sitio web (formal) | Rating 4.9,Transportes y Mudanzas,Moving and storage service," Calle Lorenzo Angeles 68 El Pueblito, Centro, 76900 La Cueva, Qro.",442 345 6162,+524423456162,True,https://wa.me/524423456162,False,open,,,http://mudanzasytransportesfranco.com/,True,4.9,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Transportes+y+Mudanzas/data=!4m7!3m6!1s0x85d3457f8b51c723:0xbde6079b858d51f2!8m2!3d20.53883!4d-100.439247!16s%2Fg%2F1vtqwg0_!19sChIJI8dRi39F04UR8lGNhZsH5r0
4,Sitio web (formal) | Rating 4.9,Mudanzas Y Transportes López Qro,Transportation service," Calle Ignacio Zaragoza 98, Centro, 76000 Santiago de Querétaro, Qro.",442 476 1068,+524424761068,True,https://wa.me/524424761068,False,open,,,http://mudanzasytransporteslopezqro.com.mx/,True,4.9,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Mudanzas+Y+Transportes+L%C3%B3pez+Qro/data=!4m7!3m6!1s0x85d35ace1a039229:0x19685bdb0f528da9!8m2!3d20.58667!4d-100.397308!16s%2Fg%2F11bvcvj767!19sChIJKZIDGs5a04URqY1SD9tbaBk
4,Sitio web (formal) | Rating 5.0,Fletes y mudanzas Aragón Querétaro,Moving service," Camino Real de Carretas 299, Milenio III, 76090 Santiago de Querétaro, Qro.",442 751 0027,+524427510027,True,https://wa.me/524427510027,False,open,,,https://fletesymudanzasaragon.com/,True,5.0,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+mudanzas+Arag%C3%B3n+Quer%C3%A9taro/data=!4m7!3m6!1s0x85d35be732139189:0x91049d389cae5ff9!8m2!3d20.595869!4d-100.3547451!16s%2Fg%2F11vd3vcr4j!19sChIJiZETMudb04UR-V-unDidBJE
4,Sitio web (formal) | Rating 4.8,Transportes y Mudanzas RAMES,Moving service," Av Candiles 315, Valle Real Residencial, 76903 Corregidora, Qro.",442 148 6914,+524421486914,True,https://wa.me/524421486914,False,open,,,https://www.mudanzasrames.com/,True,4.8,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Transportes+y+Mudanzas+RAMES/data=!4m7!3m6!1s0x85d345b28435b105:0x6beba6bf20b174dc!8m2!3d20.5486288!4d-100.3945781!16s%2Fg%2F11s17z3xp_!19sChIJBbE1hLJF04UR3HSxIL-m62s
4,Sitio web (formal) | Rating 4.8,Fletes y mudanzas Bocanegra,Moving service,,442 120 7684,+524421207684,True,https://wa.me/524421207684,False,open,,,https://mudanzasbocanegra.bss.design/index.html,True,4.8,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+y+mudanzas+Bocanegra/data=!4m7!3m6!1s0x85d35b3ab6729e99:0x690aa42e604b7f8!8m2!3d23.5541269!4d-102.6205!16s%2Fg%2F11g1q4bc7g!19sChIJmZ5ytjpb04UR-LcE5kKqkAY
4,Sitio web (formal) | Rating 4.9,Mudanzas y transportes Ríos,Moving service," Av. Universidad 48-poniente, Pathe, 76020 Santiago de Querétaro, Qro.",442 320 8046,+524423208046,True,https://wa.me/524423208046,False,open,,,http://www.transportesymudanzasrios.com.mx/,True,4.9,,fletes y mudanzas,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Mudanzas+y+transportes+R%C3%ADos/data=!4m7!3m6!1s0x85d35bfb65355e1f:0xf8552b25cb3b3a2b!8m2!3d20.6000271!4d-100.376218!16s%2Fg%2F11nlgcg1dr!19sChIJH141Zftb04URKzo7yyUrVfg
4,Sitio web (formal) | Rating 5.0,Fletes Foráneos Naucalpan TL Express,Transportation service," Av. Vía Adolfo López Mateos 201, Sta Cruz Acatlan, 53140 Naucalpan de Juárez, Méx.",55 6185 7646,+525561857646,True,https://wa.me/525561857646,False,open,,,https://transportesleon.netlify.app/,True,5.0,,empresa de transporte de carga,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Fletes+For%C3%A1neos+Naucalpan+TL+Express/data=!4m7!3m6!1s0x85d203578ad94969:0x49bfb47d3037b34e!8m2!3d19.480867!4d-99.249123!16s%2Fg%2F11z7s5xb56!19sChIJaUnZilcD0oURTrM3MH20v0k
4,Sitio web (formal) | Rating 4.9,Ganbei Trasporte y Logistica,Trucking company," Plaza Carso, C. Lago Zurich 245, Amp Granada, Miguel Hidalgo, 11529 Ciudad de México, CDMX",55 6072 7269,+525560727269,True,https://wa.me/525560727269,False,open,,,https://ganbeilogistica.com/,True,4.9,,empresa de transporte de carga,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Ganbei+Trasporte+y+Logistica/data=!4m7!3m6!1s0x85d1ff1e623f391f:0xd996ae94fd0b713f!8m2!3d19.4420715!4d-99.2030213!16s%2Fg%2F11s39td03w!19sChIJHzk_Yh7_0YURP3EL_ZSultk
4,Sitio web (formal) | Rating 5.0,Evolve Logistics Mexico,Trucking company," Eugenio Sue 316-Int 15, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX",55 8623 5684,+525586235684,True,https://wa.me/525586235684,False,open,,,https://evolvelogistics.com.mx/,True,5.0,,empresa de transporte de carga,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Evolve+Logistics+Mexico/data=!4m7!3m6!1s0x85d203d1e433c677:0xf6a02393b3e98f58!8m2!3d19.4363942!4d-99.1940803!16s%2Fg%2F11yrh186rw!19sChIJd8Yz5NED0oURWI_ps5MjoPY
4,Sitio web (formal) | Rating 5.0,Transporte de Carga CDMX,Trucking company," Regina 157, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06090 Ciudad de México, CDMX",55 5217 5260,+525552175260,True,https://wa.me/525552175260,False,open,,,https://transportedecargagarcia.com/,True,5.0,,empresa de transporte de carga,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Transporte+de+Carga+CDMX/data=!4m7!3m6!1s0x85d1fec94ed15555:0xca3b37807237fd33!8m2!3d19.426683!4d-99.1285157!16s%2Fg%2F11h58039r8!19sChIJVVXRTsn-0YURM_03coA3O8o
4,Sitio web (formal) | Rating 4.8,IC Logística OCURRE Ciudad de México,Trucking company," Atotonilco 55-L C, Maza, Cuauhtémoc, 06270 Ciudad de México, CDMX",775 757 4329,+527757574329,True,https://wa.me/527757574329,False,open,,,https://www.facebook.com/ICLogistica2020/,True,4.8,,empresa de transporte de carga,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/IC+Log%C3%ADstica+OCURRE+Ciudad+de+M%C3%A9xico/data=!4m7!3m6!1s0x85d1f95b3a89a843:0x34fbee55aa3ecba2!8m2!3d19.4566376!4d-99.1269415!16s%2Fg%2F11rvhkt709!19sChIJQ6iJOlv50YURoss-qlXu-zQ
4,Sitio web (formal) | Rating 5.0,TRANSPORTE Y LOGÍSTICA EFICIENTE,Trucking company," Calz. Acalotenco 237, San Sebastian, Azcapotzalco, 02040 Ciudad de México, CDMX",55 4532 7577,+525545327577,True,https://wa.me/525545327577,False,open,,,http://www.transportyle.com/,True,5.0,,empresa de transporte de carga,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/TRANSPORTE+Y+LOG%C3%8DSTICA+EFICIENTE/data=!4m7!3m6!1s0x85d1f86332036b15:0x1f84243d094412d6!8m2!3d19.4814006!4d-99.1721248!16s%2Fg%2F11f101k0pr!19sChIJFWsDMmP40YUR1hJECT0khB8
4,Sitio web (formal) | Rating 4.6,Load Autotransportes Cuauhtemoc S.A. de C.V.,Shipping service," C. Román Morales 676, Belisario Domínguez, 44329 Guadalajara, Jal.",33 3637 9086,+523336379086,True,https://wa.me/523336379086,False,open,,,http://www.atccuauhtemoc.com.mx/,True,4.6,,empresa de transporte de carga,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Load+Autotransportes+Cuauhtemoc+S.A.+de+C.V./data=!4m7!3m6!1s0x8428b19a61be4ca9:0xb7e2010387fbd395!8m2!3d20.6821909!4d-103.3225542!16s%2Fg%2F1tj_5kgc!19sChIJqUy-YZqxKIQRldP7hwMB4rc
4,Sitio web (formal) | Rating 5.0,Logística y Transporte TLJ,Trucking company," Río Pánuco 1230-Int. 2, Atlas, 44870 Guadalajara, Jal.",33 1737 4504,+523317374504,True,https://wa.me/523317374504,False,open,,,https://transportestlj.com/,True,5.0,,empresa de transporte de carga,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Log%C3%ADstica+y+Transporte+TLJ/data=!4m7!3m6!1s0x8428b30df1fe5f09:0xc7cc59ccdb466545!8m2!3d20.6508802!4d-103.3285023!16s%2Fg%2F11whwrcc7q!19sChIJCV_-8Q2zKIQRRWVG28xZzMc
4,Sitio web (formal) | Rating 4.5,"Freight Transport Travel, S.A. De C.V.",Shipping service," Antiguo, Antigua Carretera a Chapala 1395, La Nogalera, 44470 Guadalajara, Jal.",33 3666 0124,+523336660124,True,https://wa.me/523336660124,False,open,,,http://transcargatravel.com.mx/,True,4.5,,empresa de transporte de carga,Guadalajara Mexico,2026-06-15,"https://www.google.com/maps/place/Freight+Transport+Travel,+S.A.+De+C.V./data=!4m7!3m6!1s0x8428b25d40856e85:0x2d215c4a9bd65ed1!8m2!3d20.6316884!4d-103.3337188!16s%2Fg%2F1tnblg6t!19sChIJhW6FQF2yKIQR0V7Wm0pcIS0"
4,Sitio web (formal) | Rating 4.8,Transportes Lowboy Guadalajara,Trucking company," Quinta Velarde, 44460 Guadalajara, Jalisco",33 1117 9503,+523311179503,True,https://wa.me/523311179503,False,open,,,https://transportes-lowboy.com/,True,4.8,,empresa de transporte de carga,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Transportes+Lowboy+Guadalajara/data=!4m7!3m6!1s0x8428b3a091f9c93b:0x110bedf118839a95!8m2!3d20.6539092!4d-103.3392959!16s%2Fg%2F11qpsb03y4!19sChIJO8n5kaCzKIQRlZqDGPHtCxE
4,Sitio web (formal) | Rating 4.8,"SERVICIO IDEAL DE TRANSPORTES, SA DE CV",Trucking company," Hda. de La Calerilla 950, La Gigantera, 45603 San Pedro Tlaquepaque, Jal.",33 3201 9921,+523332019921,True,https://wa.me/523332019921,False,open,,,https://transportesit.com.mx/,True,4.8,,empresa de transporte de carga,Guadalajara Mexico,2026-06-15,"https://www.google.com/maps/place/SERVICIO+IDEAL+DE+TRANSPORTES,+SA+DE+CV/data=!4m7!3m6!1s0x8428ad21f1803e01:0x519510c7fb86db51!8m2!3d20.5903475!4d-103.3997935!16s%2Fg%2F11hd9k5z6y!19sChIJAT6A8SGtKIQRUduG-8cQlVE"
4,Sitio web (formal) | Rating 5.0,Tempo Transportes,Trucking company," C. Colonias 221-interior Piso 9, Col Americana, Americana, 44160 Guadalajara, Jal.",33 1454 0766,+523314540766,True,https://wa.me/523314540766,False,open,,,http://www.tempotransportes.com.mx/,True,5.0,,empresa de transporte de carga,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Tempo+Transportes/data=!4m7!3m6!1s0x84252bc65a038383:0xe66a1a4590426449!8m2!3d20.6727732!4d-103.3657793!16s%2Fg%2F11tmzhxr2h!19sChIJg4MDWsYrJYQRSWRCkEUaauY
4,Sitio web (formal) | Rating 5.0,Transporte y Logística Aguilar,Trucking company," C. Andrés Terán 1005, Villaseñor, 44600 Guadalajara, Jal.",33 2566 8749,+523325668749,True,https://wa.me/523325668749,False,open,,,https://www.transporteylogisticaaguilar.com/,True,5.0,,empresa de transporte de carga,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Transporte+y+Log%C3%ADstica+Aguilar/data=!4m7!3m6!1s0x8428aff6fe5b9863:0x58ac3e301372e09b!8m2!3d20.6922837!4d-103.3680329!16s%2Fg%2F11y4vfmjwr!19sChIJY5hb_vavKIQRm-ByEzA-rFg
4,Sitio web (formal) | Rating 4.7,Transportes LEGS,Trucking company," Av. del Parque 202, Monterrey, 64340 Monterrey, N.L.",81 1334 0738,+528113340738,True,https://wa.me/528113340738,False,open,,,http://www.transporteslegs.com/,True,4.7,,empresa de transporte de carga,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Transportes+LEGS/data=!4m7!3m6!1s0x8662eb0a3c8fe959:0x81782b34480ece5d!8m2!3d25.7472109!4d-100.2169276!16s%2Fg%2F11c1q4rw0x!19sChIJWemPPArrYoYRXc4OSDQreIE
