lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,business_status,last_review,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,Contador Puebla,Accountant," C. Séptima Sur 4916, Prados Agua Azul, 72430 Heroica Puebla de Zaragoza, Pue.",222 152 5530,+522221525530,True,https://wa.me/522221525530,open,,,False,,,despacho contable,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Contador+Puebla/data=!4m7!3m6!1s0x85cfb8c6d7ff5db3:0xef61fe224f3a8a28!8m2!3d19.0236377!4d-98.2176071!16s%2Fg%2F11c2qnsjgb!19sChIJs13_18a4z4URKIo6TyL-Ye8
6,No website | No reviews,(Abogados) León Consorcio Jurídico - Sucursal Puebla.,Legal services," Edificio Premium, Av. Juárez 2915-Local 101, La Paz, 72160 Heroica Puebla de Zaragoza, Pue.",221 267 4996,+522212674996,True,https://wa.me/522212674996,open,,,False,,,despacho juridico,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/%28Abogados%29+Le%C3%B3n+Consorcio+Jur%C3%ADdico+-+Sucursal+Puebla./data=!4m7!3m6!1s0x85cfc7a62c4d90a1:0x7bcb236ae1a18301!8m2!3d19.0531446!4d-98.2217699!16s%2Fg%2F11trgjjyhn!19sChIJoZBNLKbHz4URAYOh4Wojy3s
6,No website | No reviews,Despacho Jurídico Laboral,Legal services," De La Plata 6, San Bernardo, 72044 Heroica Puebla de Zaragoza, Pue.",222 358 3106,+522223583106,True,https://wa.me/522223583106,open,,,False,,,despacho juridico,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Laboral/data=!4m7!3m6!1s0x85cfc167e882ff4b:0x687781ed2859a394!8m2!3d19.0756366!4d-98.2102355!16s%2Fg%2F11z6wkv_q4!19sChIJS_-C6GfBz4URlKNZKO2Bd2g
6,No website | No reviews,Despacho jurídico abogados puebla,Corporate office," C. 6 Sur, 75113 Apango de Zaragoza, Pue.",,,False,,open,,,False,,,despacho juridico,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+jur%C3%ADdico+abogados+puebla/data=!4m7!3m6!1s0x85cff3921310efb9:0x95332af80c292cf6!8m2!3d19.0618714!4d-97.9385685!16s%2Fg%2F11qqznyft5!19sChIJue8QE5Lzz4UR9iwpDPgqM5U
6,No website | No reviews,Despacho Juridico,Lawyer," C. Querétaro 226, Roma Nte., Cuauhtémoc, 06760 Ciudad de México, CDMX",55 5574 0161,+525555740161,True,https://wa.me/525555740161,open,,,False,,,despacho juridico,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Juridico/data=!4m7!3m6!1s0x85d1ff3ed5d3f5f1:0x8736661818f5e7e5!8m2!3d19.4138446!4d-99.1647917!16s%2Fg%2F1vqth3t5!19sChIJ8fXT1T7_0YUR5ef1GBhmNoc
6,No website | No reviews,Bufete Fuentes León,Lawyer," Av. Isaac Newton 273, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX",55 7566 5842,+525575665842,True,https://wa.me/525575665842,open,,,False,,,despacho juridico,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Bufete+Fuentes+Le%C3%B3n/data=!4m7!3m6!1s0x85d1f8a9558fb97f:0xe7a5f66c310c50c2!8m2!3d19.4367013!4d-99.184544!16s%2Fg%2F1tff3cms!19sChIJf7mPVan40YURwlAMMWz2pec
6,No website | No reviews,"Jose Alfredo Osuna Perez & Asociados, Despacho Juridico",Barrister," Aristóteles 157, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX",,,False,,open,,,False,,,despacho juridico,Queretaro Mexico,2026-06-11,"https://www.google.com/maps/place/Jose+Alfredo+Osuna+Perez+%26+Asociados,+Despacho+Juridico/data=!4m7!3m6!1s0x85d20201af564b95:0x6df118ceb007e24!8m2!3d19.4329186!4d-99.1931668!16s%2Fg%2F1q62md9q3!19sChIJlUtWrwEC0oURJH4A64wR3wY"
6,No website | No reviews,Despacho Juridico Avila y Asociados,Barrister," Av. Vía Rápida Pte. 13223, 20 de Noviembre, 22226 Tijuana, B.C.",664 622 2169,+526646222169,True,https://wa.me/526646222169,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Juridico+Avila+y+Asociados/data=!4m7!3m6!1s0x14fb2521e7bfd405:0xf87405825ed4a28!8m2!3d32.515253!4d-116.9820898!16s%2Fg%2F11b75k9h44!19sChIJBdS_5yEl-xQRKErtJVhAhw8
6,No website | No reviews,Abogados fiscalistas EFN,Tax attorney," Av. Ramos Millán 2308, Morelos, 22056 Tijuana, B.C.",661 123 9004,+526611239004,True,https://wa.me/526611239004,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Abogados+fiscalistas+EFN/data=!4m7!3m6!1s0x80d9472253bff1b5:0x9dd6633e02dd9604!8m2!3d32.5217044!4d-117.0342087!16s%2Fg%2F11g3016btc!19sChIJtfG_UyJH2YARBJbdAj5j1p0
6,No website | No reviews,Despacho Jurídico Corrales & Asociados,Lawyer," C. Alfredo Ramos Martínez 10430-int, 401, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C.",664 208 7908,+526642087908,True,https://wa.me/526642087908,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Corrales+%26+Asociados/data=!4m7!3m6!1s0x80d9498ade32c3e9:0xb48321e0926d7070!8m2!3d32.5201845!4d-117.0127267!16s%2Fg%2F11gjp76brf!19sChIJ6cMy3opJ2YARcHBtkuAhg7Q
6,No website | No reviews,Despacho Jurídico Cirrus.,Legal services," Misión de San Ignacio 10680-1, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C.",664 674 2255,+526646742255,True,https://wa.me/526646742255,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Cirrus./data=!4m7!3m6!1s0x80d94807f8bd118b:0x831f6032bd752f0c!8m2!3d32.5205882!4d-117.0081209!16s%2Fg%2F11c44ffs4c!19sChIJixG9-AdI2YARDC91vTJgH4M
6,No website | No reviews,despacho jurídico,Barrister," Blvd. Baja California 6255, Camino Verde, 22190 Tijuana, B.C.",664 524 4175,+526645244175,True,https://wa.me/526645244175,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/despacho+jur%C3%ADdico/data=!4m7!3m6!1s0x80d939f36fc971a3:0x33fcf9b4b28f5316!8m2!3d32.491146!4d-116.9715!16s%2Fg%2F11b75m5bcs!19sChIJo3HJb_M52YARFlOPsrT5_DM
6,No website | No reviews,"Bufete Juridico y Administrativo Lic. Juan Guillermo Ruiz Hernandez Socios y Asociados, A.C.",Law firm," Misión de San Ignacio 10613, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C.",664 634 2158,+526646342158,True,https://wa.me/526646342158,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,"https://www.google.com/maps/place/Bufete+Juridico+y+Administrativo+Lic.+Juan+Guillermo+Ruiz+Hernandez+Socios+y+Asociados,+A.C./data=!4m7!3m6!1s0x80d9484019a77b93:0x42403656d7994f2!8m2!3d32.5208334!4d-117.0093625!16s%2Fg%2F11bbyj0rhm!19sChIJk3unGUBI2YAR8pR5bWUDJAQ"
6,No website | No reviews,DESPACHO JURÍDICO DE LEÓN & ASOCIADOS,Barrister," Nogales 160, Rubio, 22116 Tijuana, B.C.",664 437 8594,+526644378594,True,https://wa.me/526644378594,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+JUR%C3%8DDICO+DE+LE%C3%93N+%26+ASOCIADOS/data=!4m7!3m6!1s0x80d9385a10d72a8f:0x432ca3c4b01ee740!8m2!3d32.4831542!4d-116.9449005!16s%2Fg%2F11b709v16r!19sChIJjyrXEFo42YARQOcesMSjLEM
6,No website | No reviews,Despacho GARCÍA SOTO Y ASOCIADOS,Store," Del Travieso 850, Zona Centro, 22000 Tijuana, B.C.",664 685 7991,+526646857991,True,https://wa.me/526646857991,open,,,False,,,despacho juridico,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+GARC%C3%8DA+SOTO+Y+ASOCIADOS/data=!4m7!3m6!1s0x80d94900b1a4de5f:0x79a381f16054e6d!8m2!3d32.5348587!4d-117.0377072!16s%2Fg%2F1v_0k0td!19sChIJX96ksQBJ2YARbU4FFh84mgc
6,No website | No reviews,Condominio Guadalajara oficina,Office space rental agency," Av. 16 de Septiembre 730, Mexicaltzingo, 44100 Guadalajara, Jal.",33 1564 2031,+523315642031,True,https://wa.me/523315642031,open,,,False,,,administracion de condominios,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Condominio+Guadalajara+oficina/data=!4m7!3m6!1s0x8428b2028acc9211:0x3e6774fb5b1b2373!8m2!3d20.6648501!4d-103.3491835!16s%2Fg%2F12qgvr3yw!19sChIJEZLMigKyKIQRcyMbW_t0Zz4
6,No website | No reviews,ADMINISTRACION DE CONDOMINIOS AVOC,Condominium complex," Claude Debussy 5607, Camichines Vallarta, 45030 Zapopan, Jal.",33 1093 8816,+523310938816,True,https://wa.me/523310938816,open,,,False,,,administracion de condominios,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/ADMINISTRACION+DE+CONDOMINIOS+AVOC/data=!4m7!3m6!1s0x8428afa2f78d2e3f:0xb2c7bc8e19ece65e!8m2!3d20.6751448!4d-103.4324323!16s%2Fg%2F11pzk7h6x0!19sChIJPy6N96KvKIQRXubsGY68x7I
6,No website | No reviews,Administración de Condominios Los Cabos,Business administration service," C. Reforma 877-int 103, Capilla de Jesús, 44200 Guadalajara, Jal.",,,False,,open,,,False,,,administracion de condominios,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Administraci%C3%B3n+de+Condominios+Los+Cabos/data=!4m7!3m6!1s0x8428b16c46fecff9:0xf4441bf474d70764!8m2!3d20.6799772!4d-103.3578938!16s%2Fg%2F11q99npllg!19sChIJ-c_-RmyxKIQRZAfXdPQbRPQ
6,No website | No reviews,UNO Urban Life,Condominium complex," Manuel M. Dieguez 900, Ayuntamiento, 44620 Guadalajara, Jal.",33 1816 2272,+523318162272,True,https://wa.me/523318162272,open,,,False,,,administracion de condominios,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/UNO+Urban+Life/data=!4m7!3m6!1s0x8428ae3cd62d76a7:0xbc605cb5a944708e!8m2!3d20.6901961!4d-103.3708061!16s%2Fg%2F11b7216prm!19sChIJp3Yt1jyuKIQRjnBEqbVcYLw
6,No website | No reviews,Condominio San Rafael,Apartment complex," C. Secundina Gallo 707, San Rafael, 44810 Guadalajara, Jal.",33 1163 7885,+523311637885,True,https://wa.me/523311637885,open,,,False,,,administracion de condominios,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Condominio+San+Rafael/data=!4m7!3m6!1s0x8428b3c8ca4ec4f7:0xf339437b57c9d7e3!8m2!3d20.6514218!4d-103.3025898!16s%2Fg%2F11hckrktd_!19sChIJ98ROysizKIQR49fJV3tDOfM
6,No website | No reviews,MEZZANINE Administracion de Condominios,Corporate office," Av. Dr. José Eleuterio González 250, San Jerónimo, 64430 Monterrey, N.L.",84011351,,False,,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/MEZZANINE+Administracion+de+Condominios/data=!4m7!3m6!1s0x86629606df638ee3:0x20fbf444fa08ab9e!8m2!3d25.6793216!4d-100.3525725!16s%2Fg%2F11gdk0c29q!19sChIJ445j3waWYoYRnqsI-kT0-yA
6,No website | No reviews,Condominios Retama,Condominium complex," Puerta del Sol Nte. 201, Dinastía, 64639 Monterrey, N.L.",81 1771 6900,+528117716900,True,https://wa.me/528117716900,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/Condominios+Retama/data=!4m7!3m6!1s0x86629641787797cb:0x143c9b6888d70a8!8m2!3d25.6996647!4d-100.375016!16s%2Fg%2F1tmqgmw2!19sChIJy5d3eEGWYoYRqHCNiLbJQwE
6,No website | No reviews,ADMINISTRACION DE INMUEBLES,Property administration service," Austral 300, Contry, 64859 Monterrey, N.L.",81 8187 7585,+528181877585,True,https://wa.me/528181877585,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/ADMINISTRACION+DE+INMUEBLES/data=!4m7!3m6!1s0x8662bf1e4bb8ed25:0x8d9ed323fa3b4c82!8m2!3d25.6421528!4d-100.272446!16s%2Fg%2F11vy2lsjhb!19sChIJJe24Sx6_YoYRgkw7-iPTno0
6,No website | No reviews,Torre Zafiro,Condominium complex," Hacienda San Francisco 201, Hacienda de San Francisco, 64710 Monterrey, N.L.",81 4644 5669,+528146445669,True,https://wa.me/528146445669,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/Torre+Zafiro/data=!4m7!3m6!1s0x8662bff3d00cb87b:0xfb3fc132db4bcb1e!8m2!3d25.6641114!4d-100.3464997!16s%2Fg%2F11j43w67q_!19sChIJe7gM0PO_YoYRHstL2zLBP_s
6,No website | No reviews,Residencias Condotec,Condominium complex," Av. Eugenio Garza Sada Sur 2760, Tecnologico, Distrito Tec, 64700 Monterrey, N.L.",81 1366 3200,+528113663200,True,https://wa.me/528113663200,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/Residencias+Condotec/data=!4m7!3m6!1s0x8662bfbb81773f1f:0x717e8687beaffd4f!8m2!3d25.648181!4d-100.2906806!16s%2Fg%2F11bwp2nptz!19sChIJHz93gbu_YoYRT_2vvoeGfnE
6,No website | No reviews,"Cerrada De Cumbres, Sector Verona",Condominium complex," Verona, Cerradas de Cumbres Sector Contemporaneo, Cumbres Elite 7o. Sector, 64349 Monterrey, N.L.",,,False,,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,"https://www.google.com/maps/place/Cerrada+De+Cumbres,+Sector+Verona/data=!4m7!3m6!1s0x86629734099027c7:0x7bc75aec612824a9!8m2!3d25.7562575!4d-100.410937!16s%2Fg%2F11c1xfr9w3!19sChIJxyeQCTSXYoYRqSQoYexax3s"
6,No website | No reviews,ADMINISTRACIÓN DE CONDOMINIOS,Property administration service," Av. Tamaulipas 150A, Colonia Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX",55 6647 6300,+525566476300,True,https://wa.me/525566476300,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/ADMINISTRACI%C3%93N+DE+CONDOMINIOS/data=!4m7!3m6!1s0x85d1ff4260f23903:0x5f14669cb7e2eaac!8m2!3d19.4090727!4d-99.1758791!16s%2Fg%2F11hdw6c4kg!19sChIJAznyYEL_0YURrOrit5xmFF8
6,No website | No reviews,Torre Miravalle,Apartment complex," Av San Jerónimo 2536-S PEMEX, San Jeronimo, 64640 Monterrey, N.L.",,,False,,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/Torre+Miravalle/data=!4m7!3m6!1s0x8662961cf8e4d59d:0x7255f3c955876fa3!8m2!3d25.6742119!4d-100.3639452!16s%2Fg%2F11b8t70b5t!19sChIJndXk-ByWYoYRo2-HVcnzVXI
6,No website | No reviews,Cumbres Antares,Condominium complex," Prolongacion Ruiz Cortinez S/N, Cumbres Antares, 64349 Monterrey, N.L.",,,False,,open,,,False,,,administracion de condominios,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/Cumbres+Antares/data=!4m7!3m6!1s0x8662973260a6ab63:0xf9a4cb1218c6a8e3!8m2!3d25.7589411!4d-100.4069665!16s%2Fg%2F11ckvfhdyz!19sChIJY6umYDKXYoYR46jGGBLLpPk
6,No website | No reviews,PARAÍSO Administración de Condominios,Business administration service," JMR4+P3 Anillo Vial II, Anillo Vial Fray Junípero Serra 9200 Fraccionamiento Residencial, El Refugio, 76146 Santiago de Querétaro, Qro.",442 469 5451,+524424695451,True,https://wa.me/524424695451,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/PARA%C3%8DSO+Administraci%C3%B3n+de+Condominios/data=!4m7!3m6!1s0x85d351eeeacf3f35:0x47916e00f01f59a6!8m2!3d20.6426156!4d-100.345289!16s%2Fg%2F11llcm32yv!19sChIJNT_P6u5R04URplkf8ABukUc
6,No website | No reviews,Condosolutions Administracion y Plusvalia,Property administration service," Paseos de Zakia Pte. 3700, 76269 Santiago de Querétaro, Qro.",442 205 6220,+524422056220,True,https://wa.me/524422056220,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Condosolutions+Administracion+y+Plusvalia/data=!4m7!3m6!1s0x85d35dcddb18a521:0x88b2bd8729f98371!8m2!3d20.6471368!4d-100.3120353!16s%2Fg%2F11x0n1t889!19sChIJIaUY281d04URcYP5KYe9sog
6,No website | No reviews,ADMIN SOLUTIONS S&L ADMINISTRACIÓN DE CONDOMINIOS,Real estate agency," Av. Luis Vega Monrroy 326, Plazas del Sol 1ra Secc, 76099 Santiago de Querétaro, Qro.",442 362 0802,+524423620802,True,https://wa.me/524423620802,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/ADMIN+SOLUTIONS+S%26L+ADMINISTRACI%C3%93N+DE+CONDOMINIOS/data=!4m7!3m6!1s0x85d34517a88e9c45:0x569ae014e275869b!8m2!3d20.576781!4d-100.3771189!16s%2Fg%2F11y1mv1g8s!19sChIJRZyOqBdF04URm4Z14hTgmlY
6,No website | No reviews,Administración de Condominios,Property management company," Prol. Bernardo Quintana, Geovillas, 76116 Santiago de Querétaro, Qro.",446 143 8789,+524461438789,True,https://wa.me/524461438789,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Administraci%C3%B3n+de+Condominios/data=!4m7!3m6!1s0x85d3511fa476e7d1:0xf7806048a3cafec3!8m2!3d20.6274617!4d-100.4639138!16s%2Fg%2F11gm810453!19sChIJ0ed2pB9R04URw_7Ko0hggPc
6,No website | No reviews,VSLADMON ADMINISTRACION DE CONDOMINIOS,Property management company," Av. Peñuelas 21, Desarrollo San Pablo, 76140 Santiago de Querétaro, Qro.",442 362 0802,+524423620802,True,https://wa.me/524423620802,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/VSLADMON+ADMINISTRACION+DE+CONDOMINIOS/data=!4m7!3m6!1s0x85d35b8a4225bbf1:0x8cffd1cd91e7c911!8m2!3d20.6233471!4d-100.400408!16s%2Fg%2F11h6wd_sjl!19sChIJ8bslQopb04UREcnnkc3R_4w
6,No website | No reviews,"AdministraRSE Gestión Condominal, administración de condominios.",Property management company,,442 356 4171,+524423564171,True,https://wa.me/524423564171,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,"https://www.google.com/maps/place/AdministraRSE+Gesti%C3%B3n+Condominal,+administraci%C3%B3n+de+condominios./data=!4m7!3m6!1s0x2db879ed3b5445cd:0x95ea39821b452b7f!8m2!3d20.6282339!4d-100.3757244!16s%2Fg%2F11y47jg8kp!19sChIJzUVUO-15uC0RfytFG4I56pU"
6,No website | No reviews,Administración de Condominios CONCORDIA,Government office," 76190, José Ugalde Rodríguez 212, Mision de Sta Sofia, Candiles, Qro.",2205560,,False,,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Administraci%C3%B3n+de+Condominios+CONCORDIA/data=!4m7!3m6!1s0x85d34507d961b727:0x11e35723881c58bf!8m2!3d20.5431418!4d-100.4055044!16s%2Fg%2F11g68xfsj4!19sChIJJ7dh2QdF04URv1gciCNX4xE
6,No website | No reviews,Administración Condominios Plaza Jurica S.C.,Shopping mall," P.º Jurica 105, Fraccionamiento Jurica, Felipe Carrillo Puerto, 76100 Santiago de Querétaro, Qro.",442 218 3315,+524422183315,True,https://wa.me/524422183315,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Administraci%C3%B3n+Condominios+Plaza+Jurica+S.C./data=!4m7!3m6!1s0x85d35a9f270f1f8b:0xa7e69b4410c779ec!8m2!3d20.6128367!4d-100.4349422!16s%2Fg%2F1tf587bh!19sChIJix8PJ59a04UR7HnHEESb5qc
6,No website | No reviews,Soluciones Administrativas y Residenciales SB,Property management company," Bosques del Cimatario 102, Villas del Cimatario, Bosques de las Lomas, 76087 Santiago de Querétaro, Qro.",442 446 3723,+524424463723,True,https://wa.me/524424463723,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Soluciones+Administrativas+y+Residenciales+SB/data=!4m7!3m6!1s0x85d345d2657f7d89:0x940bac61d793c885!8m2!3d20.5497511!4d-100.3709097!16s%2Fg%2F11hfbscs9c!19sChIJiX1_ZdJF04URhciT12GsC5Q
6,No website | No reviews,Claustros del Parque: Administración,Condominium complex," C. San Gremal, Claustros del Parque, 76168 Santiago de Querétaro, Qro.",442 217 6001,+524422176001,True,https://wa.me/524422176001,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Claustros+del+Parque:+Administraci%C3%B3n/data=!4m7!3m6!1s0x85d35b2acb2a06b9:0x77f46a5fb3a932bb!8m2!3d20.6126936!4d-100.3924091!16s%2Fg%2F11rxnykjl3!19sChIJuQYqyypb04URuzKps19q9Hc
6,No website | No reviews,Grupo AGV⁩,Property management company," Cam. a Vanegas, 76915 El Pueblito, Qro.",442 279 0594,+524422790594,True,https://wa.me/524422790594,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Grupo+AGV%E2%81%A9/data=!4m7!3m6!1s0x85d345d5db3d3a47:0x38b3fa72a2d36c31!8m2!3d20.557197!4d-100.4325778!16s%2Fg%2F11p680rc14!19sChIJRzo929VF04URMWzTonL6szg
6,No website | No reviews,ADMINISTRACIÓN RESIDENCIAL QUERÉTARO,Software company," Blvd. Dolores del Río # 317, La Joya, 76180 Santiago de Querétaro, Qro.",442 366 9705,+524423669705,True,https://wa.me/524423669705,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/ADMINISTRACI%C3%93N+RESIDENCIAL+QUER%C3%89TARO/data=!4m7!3m6!1s0x85d3454035991b39:0x4c4783caae6db066!8m2!3d20.5652367!4d-100.4197846!16s%2Fg%2F11h0kyky11!19sChIJORuZNUBF04URZrBtrsqDR0w
6,No website | No reviews,Condominio Arce,Condominium complex," P.º del Ahuehuete 6, 76910 Santiago de Querétaro, Qro.",,,False,,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Condominio+Arce/data=!4m7!3m6!1s0x85d34f93d8ee92f1:0x9e84b1ce71547188!8m2!3d20.5567012!4d-100.4544172!16s%2Fg%2F11c52s7m42!19sChIJ8ZLu2JNP04URiHFUcc6xhJ4
6,No website | No reviews,Condominio Misión Queréndaro,Condominium complex," Praxedis Guerrero 170, Ricardo Flores Magon, 76148 Santiago de Querétaro, Qro.",,,False,,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Condominio+Misi%C3%B3n+Quer%C3%A9ndaro/data=!4m7!3m6!1s0x85d35b39bb917f4b:0xc16f9fc6f3432679!8m2!3d20.6452206!4d-100.4067799!16s%2Fg%2F11g2wr6psz!19sChIJS3-Ruzlb04UReSZD88afb8E
6,No website | No reviews,Residencial La Vida Condominio LUX,Condominium complex," LT Condominio Lux MX, Av. de la Aurora 206, LT, 76915 Los Ángeles, Qro.",,,False,,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Residencial+La+Vida+Condominio+LUX/data=!4m7!3m6!1s0x85d34e540a16ac3f:0xc188f83079fb7b5e!8m2!3d20.5417523!4d-100.4891269!16s%2Fg%2F11gb3_27r1!19sChIJP6wWClRO04URXnv7eTD4iME
6,No website | No reviews,Condominio Almendro,Condominium complex," Av. Santuario de Guadalupe 984, Paseos del Bosque, 76910 Santiago de Querétaro, Qro.",,,False,,open,,,False,,,administracion de condominios,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Condominio+Almendro/data=!4m7!3m6!1s0x85d34f8d4015491b:0xaa292f345bba6096!8m2!3d20.5605999!4d-100.4496402!16s%2Fg%2F11b826nvcl!19sChIJG0kVQI1P04URlmC6WzQvKao
6,No website | No reviews,Siddma Administracion de Condominios,Property administration service," Fuente de Cervantes 5, Santa Fe del Carmen, 77712 Playa del Carmen, Q.R.",984 170 7096,+529841707096,True,https://wa.me/529841707096,open,,,False,,,administracion de condominios,Playa del Carmen Mexico,2026-06-11,https://www.google.com/maps/place/Siddma+Administracion+de+Condominios/data=!4m7!3m6!1s0x8f4e42f23439f4fd:0x5fa22399af1bd584!8m2!3d20.6506055!4d-87.074955!16s%2Fg%2F11c7609vs3!19sChIJ_fQ5NPJCTo8RhNUbr5kjol8
6,No website | No reviews,MAYAD administración de condominios,Property management company,,984 113 4567,+529841134567,True,https://wa.me/529841134567,open,,,False,,,administracion de condominios,Playa del Carmen Mexico,2026-06-11,https://www.google.com/maps/place/MAYAD+administraci%C3%B3n+de+condominios/data=!4m7!3m6!1s0x44aef7b311a061f1:0xb492a8c4433cbd0e!8m2!3d20.6565876!4d-87.08!16s%2Fg%2F11z1jl4ns5!19sChIJ8WGgEbP3rkQRDr08Q8SokrQ
6,No website | No reviews,Ipana Condominiums Playa Del Carmen,Condominium complex," Calle 38 Nte, Gonzalo Guerrero, 77720 Playa del Carmen, Q.R.",800 567 4622,+528005674622,True,https://wa.me/528005674622,open,,,False,,,administracion de condominios,Playa del Carmen Mexico,2026-06-11,https://www.google.com/maps/place/Ipana+Condominiums+Playa+Del+Carmen/data=!4m7!3m6!1s0x8f4e4329707a93b1:0x6f50f16a2a24d357!8m2!3d20.6367239!4d-87.0683643!16s%2Fg%2F11gd1w5jgz!19sChIJsZN6cClDTo8RV9MkKmrxUG8
6,No website | No reviews,Privada Morsa,Condominium complex," Paseos de Sisal, 77723 Playa del Carmen, Q.R.",,,False,,open,,,False,,,administracion de condominios,Playa del Carmen Mexico,2026-06-11,https://www.google.com/maps/place/Privada+Morsa/data=!4m7!3m6!1s0x8f4e43d5bff1648f:0x769c431d11442cd8!8m2!3d20.6675078!4d-87.1146965!16s%2Fg%2F11vf295rg8!19sChIJj2Txv9VDTo8R2CxEER1DnHY
6,No website | No reviews,Palmares Condo,Condominium complex," Calle 20 Nte, Gonzalo Guerrero, 77710 Playa del Carmen, Q.R.",,,False,,open,,,False,,,administracion de condominios,Playa del Carmen Mexico,2026-06-11,https://www.google.com/maps/place/Palmares+Condo/data=!4m7!3m6!1s0x8f4e4325893f3045:0xa7ad1c2b0d3516ac!8m2!3d20.6321992!4d-87.0724508!16s%2Fg%2F11b808t5vj!19sChIJRTA_iSVDTo8RrBY1DSscrac
6,No website | No reviews,"Paseo del Sol / Vacations, Rentals, Condos, Suites, Family Rooms, Longstays",Real estate rental agency," PlayaCar Fase II Paseo Xaman Ha Mza 12 Lotes 4 y 5, 77710 Playa del Carmen, Q.R.",984 127 5766,+529841275766,True,https://wa.me/529841275766,open,,,False,,,administracion de condominios,Playa del Carmen Mexico,2026-06-11,"https://www.google.com/maps/place/Paseo+del+Sol+%2F+Vacations,+Rentals,+Condos,+Suites,+Family+Rooms,+Longstays/data=!4m7!3m6!1s0x8f4e436b001b89eb:0xfeab46535fde080d!8m2!3d20.6134346!4d-87.0850976!16s%2Fg%2F11rvt3w1w!19sChIJ64kbAGtDTo8RDQjeX1NGq_4"
